FileName,MaterialTypeMaybe,IsTerrainMaybe,SupportsTextureMode6,GlobalTransparencyMaybe,GlobalSelfIlluminationMaybe,StageCount,AnimCount,HasField18NonZero
B_PG3,0,0,True,1,000,0,000,1,1,True
B_PG4,0,0,True,1,000,0,000,1,1,True
B_PG6,0,0,True,1,000,0,000,1,1,True
B_PG2,1,0,False,1,000,0,000,1,1,True
B_PG5,0,0,True,1,000,0,000,1,1,True
B_GEN_05,0,0,True,1,000,0,000,1,1,True
B_GEN_06,0,0,True,1,000,0,000,1,1,True
B_GEN_07,0,0,True,1,000,0,000,1,1,True
B_GEN_08,0,0,True,1,000,0,000,1,1,True
B_DD1CL,0,0,True,1,000,0,000,8,1,True
B_DD1DK,0,0,True,1,000,0,000,1,1,True
B_DD2,0,0,True,1,000,0,000,1,1,True
B_RL_06,0,0,True,1,000,0,000,1,1,True
B_RL_02,0,0,True,1,000,0,000,1,1,True
B_RL_03,0,0,True,1,000,0,000,1,1,True
B_RL_19,0,0,True,1,000,0,000,1,1,True
B_RL_20,0,0,True,1,000,0,000,1,1,True
B_RL_21,0,0,True,1,000,0,000,1,1,True
B_S12,0,0,True,1,000,0,000,1,1,True
B_S0,0,0,True,1,000,0,000,1,1,True
B_S0A1,0,0,True,1,000,0,000,1,1,True
B_S1,0,0,True,1,000,0,000,1,1,True
B_S10,0,0,True,1,000,0,000,1,1,True
B_S2,0,0,True,1,000,0,000,1,1,True
B_S13,0,0,True,1,000,0,000,4,1,True
B_S14,0,0,True,1,000,0,000,1,1,True
B_S6,0,0,True,1,000,0,000,1,1,True
B_S3,0,0,True,1,000,0,000,1,1,True
B_S4,0,0,True,1,000,0,000,1,1,True
B_S5,1,0,False,1,000,0,000,1,1,True
B_S7,0,0,True,1,000,0,000,1,1,True
B_S0A2,0,0,True,1,000,0,000,1,1,True
R_PG3,0,0,True,1,000,0,000,1,1,True
R_PG4,0,0,True,1,000,0,000,1,1,True
R_PG6,0,0,True,1,000,0,000,1,1,True
R_PG7,0,0,True,1,000,0,000,1,1,True
R_PG2,1,0,False,1,000,0,000,1,1,True
R_PG5,0,0,True,1,000,0,000,1,1,True
R_GEN_05,0,0,True,1,000,0,000,1,1,True
R_GEN_06,0,0,True,1,000,0,000,1,1,True
